Borrower Name,Lender Name / Role,Sector,RIC,Tranche Type,Issue Date,Maturity Date,Discounted Spread,Tranche Amount (USD),Tranche Amount,Tranche Currency,Market Segment,Region,Market of Issue,Domicile,Specific Purpose,Base Rate / Margin,Seniority,Secured,Tenor,Tranche CUSIP,Ticker,SIC,NAIC,Contributed Pricing Source,LIN,Sponsored,Price (Ask),Price (Bid),Price (Mid),Pricing Source,Yield (to 3 yrs)
BANCTEC JAPAN INC,Chuo Mitsui Capital Co Ltd:Mandated Lead arranger,IT Services & Consulting (NEC),,Term Loan,16-11-09,,--,"22,618,586","3,500,000,000",Japanese Yen,"M&A, LBO, Leveraged",Asia,Japan,Japan,Management Buyout,,Subordinated,,--,,STARJC,"Services\Business Services\Computer Programming, Data Processing, and Other Computer Related Services\Prepackaged Software",Computer Systems Design Services,,,No,--,--,--,,--
BANCTEC JAPAN INC,"Chuo Mitsui Capital Co Ltd:Participant, Sumitomo Mitsui Banking Corp:Mandated Lead arranger",IT Services & Consulting (NEC),,Term Loan,16-11-09,,--,"33,604,756","5,200,000,000",Japanese Yen,"M&A, LBO, Leveraged",Asia,Japan,Japan,Management Buyout,,Senior,,--,,STARJC,"Services\Business Services\Computer Programming, Data Processing, and Other Computer Related Services\Prepackaged Software",Computer Systems Design Services,,,No,--,--,--,,--
PLATINA PARTNERS LLP,"Fortis SA/NV [BNP Paribas Fortis]:Mandated arranger, NIBC Bank NV [NIBC]:Mandated arranger",Investment Management,,Term Loan,19-11-09,,--,"48,870,956","39,000,000",British Pound,Project Finance,EMEA,United Kingdom,United Kingdom,Project Finance,,Senior,Yes,--,,PLTNP,"Transportation, Communications, Electric, Gas, And Sanitary Services\Electric, Gas, and Sanitary Services\Combination Electric and Gas, and Other Utility Services\Electric and Other Services Combined",Portfolio Management and Investment Advice,,,No,--,--,--,,--
PLATINA PARTNERS LLP,"Banco Santander SA:Mandated arranger, NordLB Group:Mandated arranger",Investment Management,,Term Loan,19-11-09,,--,"72,918,945","70,000,000",Euro,Project Finance,EMEA,United Kingdom,United Kingdom,Project Finance,,Senior,Yes,--,,PLTNP,"Transportation, Communications, Electric, Gas, And Sanitary Services\Electric, Gas, and Sanitary Services\Combination Electric and Gas, and Other Utility Services\Electric and Other Services Combined",Portfolio Management and Investment Advice,,,No,--,--,--,,--
INDIA INFRASTRUCTURE FINANCE COMPANY LTD,"Japan Bank for International Cooperation:Mandated arranger, Sumitomo Mitsui Banking Corp:Mandated arranger",Corporate Financial Services (NEC),,Other Loan,28-12-09,,--,"75,000,000","75,000,000",US Dollar,Project Finance,Asia,India,India,Project Finance,,Senior,,--,,IIFCL,"Public Administration\Public Finance, Taxation, and Monetary Policy\Public Finance, Taxation, and Monetary Policy\Public Finance, Taxation, and Monetary Policy","International, Secondary Market, and All Other Nondepository Credit Intermediation",,,No,--,--,--,,--
GENECOMI FRANCE,SG Corporate & Investment Banking:Sole lender,Banks (NEC),,Term Loan,26-03-10,,--,"25,000,781","24,000,000",Euro,Project Finance,EMEA,France,France,Project Finance,,Senior,Yes,--,,SOGNFR,"Finance, Insurance and Real Estate\Holding and Other Investment Offices\Holding Offices\Offices of Bank Holding Companies",Investment Banking and Securities Intermediation,,,No,--,--,--,,--
HOCHTIEF B2L PARTNER INC,"Bank of Ireland Ltd:Arranger, Sumitomo Mitsui Banking Corp:Arranger",Financial & Commodity Market Operators & Service Providers (NEC),,Term Loan,15-04-10,15-04-30,--,"53,517,783","74,817,860",Canadian Dollar,"Project Finance, Sponsored",North America,Canada,Canada,Project Finance,,Senior,,240,,COASPH,"Services\Educational Services\Schools and Educational Services, Not Elsewhere Classified\Schools and Educational Services, Not Elsewhere Classified",Miscellaneous Financial Investment Activities,,,Yes,--,--,--,,--
PLATINA PARTNERS LLP,NordLB Group:Mandated arranger,Investment Management,,Other Loan,22-04-10,21-04-26,--,"64,710,356","62,120,000",Euro,"M&A, Investment Grade",EMEA,United Kingdom,United Kingdom,Acquisition,,Senior,,192,,PLTNP,"Transportation, Communications, Electric, Gas, And Sanitary Services\Electric, Gas, and Sanitary Services\Combination Electric and Gas, and Other Utility Services\Electric and Other Services Combined",Portfolio Management and Investment Advice,,,No,--,--,--,,--
APULIA FINANCE 5 CESSIONI SRL IN LIQUIDAZIONE,"Credito Valtellinese Scarl:Arranger, Natixis SA:Mandated arranger, UniCredit Group (HVB):Mandated arranger",,,Term Loan,23-07-10,31-12-28,--,"76,044,043","73,000,000",Euro,Project Finance,EMEA,Italy,Italy,Project Finance,,Senior,Yes,221,,SCIMAE,"Transportation, Communications, Electric, Gas, And Sanitary Services\Electric, Gas, and Sanitary Services\Combination Electric and Gas, and Other Utility Services\Electric and Other Services Combined",,,,No,--,--,--,,--
APULIA FINANCE 5 CESSIONI SRL IN LIQUIDAZIONE,"Credito Valtellinese Scarl:Arranger, Natixis SA:Mandated arranger, UniCredit Group (HVB):Mandated arranger",,,VAT,23-07-10,31-12-28,--,"7,291,895","7,000,000",Euro,Project Finance,EMEA,Italy,Italy,Project Finance,,Senior,Yes,221,,SCIMAE,"Transportation, Communications, Electric, Gas, And Sanitary Services\Electric, Gas, and Sanitary Services\Combination Electric and Gas, and Other Utility Services\Electric and Other Services Combined",,,,No,--,--,--,,--
AFRAMAS TANKERS ACQUISITION FINANCING,"Arab Petroleum Investments Corp [APICORP]:Mandated Lead arranger, Credit Agricole Corporate & Investment Bank SA [Credit Agricole CIB]:Mandated Lead arranger, Gulf International Bank BSC [GIB]:Mandated Lead arranger",Corporate Financial Services (NEC),,Term Loan,10-11-10,,--,"93,000,000","93,000,000",US Dollar,Project Finance,EMEA,Egypt,Egypt,Project Finance,,Senior,Yes,--,,AFTNK,Mining\Oil and Gas Extraction\Crude Petroleum and Natural Gas\Crude Petroleum and Natural Gas,Other Financial Vehicles,,,No,--,--,--,,--
PPP SCHULEN EUPEN,,Investment Management,,Term Loan,21-12-10,21-12-37,--,"81,440,045","78,180,000",Euro,Project Finance,,,Belgium,Project Finance,Euribor + 200,Senior,Yes,324,,PPPSE,"Construction\Building Construction- Generalcontractors and Operative Builders\General Building Contractors- Nonresidential buildings\General Contractors- Nonresidential buildings, Other Than Industrial Buildings and Warehouses",Portfolio Management and Investment Advice,,,No,--,--,--,,--
FUNDACION HOSPITAL ESPIRIT SANT,La Caixa [La Caja de Ahorros I Pensions de Barcelona]:Lender,"Hospitals, Clinics & Primary Care Services",,Other Loan,06-04-11,,--,"41,667,969","40,000,000",Euro,Project Finance,EMEA,Spain,Spain,Project Finance,,Senior,Yes,--,,FUOAT,Services\Health Services\Hospitals\General Medical and Surgical Hospitals,General Medical and Surgical Hospitals,,,No,--,--,--,,--
STOLT TANKERS FINANCE V BV,"Danske Bank A/S:Mandated Lead arranger, Deutsche Bank AG:Mandated Lead arranger, Nordea Bank AB:Mandated Lead arranger, Standard Chartered Bank Plc [SCB]:Mandated Lead arranger",Corporate Financial Services (NEC),,Term Loan,10-05-11,,--,"200,000,000","200,000,000",US Dollar,,EMEA,United Kingdom,Netherlands,Ship finance,LIBOR + 150,Senior,Yes,--,,STTAN,"Transportation, Communications, Electric, Gas, And Sanitary Services\Water Transportation\Services Incidental To Water Transportation\Water Transportation Services, Not Elsewhere Classified",Other Financial Vehicles,,,No,--,--,--,,--
WESTBOURNE CAPITAL PTY LTD,,Investment Management,,Term Loan,16-05-11,,--,"668,955,026","1,029,000,000",Australian Dollar,,Asia,Australia,Australia,Infrastructure,,Senior,,--,,WESBC,"Finance, Insurance and Real Estate\Holding and Other Investment Offices\Investment Offices\Management Investment Offices, Open- End",Portfolio Management and Investment Advice,,,No,--,--,--,,--
ORIENTE FINANCING CO BV,Japan Bank for International Cooperation:Arranger,Corporate Financial Services (NEC),,Term Loan,01-06-11,01-06-26,--,"337,500,000","337,500,000",US Dollar,Project Finance,Latin America,Venezuela,Netherlands,Project Finance,,Senior,,180,,OREIN,"Finance, Insurance and Real Estate\Security and Commodity Brokers, Dealers, Exchanges, and Services\Security Brokers, Dealers, and Flotation Companies\Security Brokers, Dealers, and Flotation Companies",Other Financial Vehicles,,,No,--,--,--,,--
DEPARTMENT OF FINANCE,,Public Finance Activities,,Murabaha,06-06-11,,--,--,0,US Dollar,"Project Finance, Islamic Financing",,,United Arab Emirates,Project Finance,LIBOR + 350,Senior,Yes,--,,DUEMF,"Public Administration\Public Finance, Taxation, and Monetary Policy\Public Finance, Taxation, and Monetary Policy\Public Finance, Taxation, and Monetary Policy",Public Finance Activities,,,No,--,--,--,,--
GANGNAM FINANCE CENTER CO LTD,"Korea Foundation for Private School:Participant, Woori Bank:Mandated Lead arranger","Real Estate Rental, Development & Operations (NEC)",,Term Loan,04-08-11,31-05-29,--,"6,346,264","8,900,000,000",South Korean Won,Project Finance,Asia,South Korea,South Korea,Project Finance,Benchmark + 0,Senior,,213,,STEIG,"Services\Hotels, Rooming Houses, Camps, and Other Lodging Places\Organization Hotels and Lodging Houses, On Membership Basis\Organization Hotels and Lodging Houses, On Membership Basis",Lessors of Nonresidential Buildings (except Miniwarehouses),,,No,--,--,--,,--
ALTAMIRA FUNDING LLC,Mizuho Corporate Bank Ltd:Arranger,Diversified Investment Services,,Standby Letter of Credit,11-08-11,,--,"11,000,000","11,000,000",US Dollar,Project Finance,Latin America,Mexico,United States,Project Finance,,Senior,,--,,ALTAM,"Finance, Insurance and Real Estate\Nondepository Credit Institutions\Business Credit Institutions\Miscellaneous Business Credit Institutions","International, Secondary Market, and All Other Nondepository Credit Intermediation",,,No,--,--,--,,--
ALTAMIRA FUNDING LLC,"BBVA:Arranger, Banco de Sabadell SA:Arranger, Caixa Banco do Investimento SA [CaixaBI]:Arranger, Citibank:Arranger, Credit Agricole Corporate & Investment Bank SA [Credit Agricole CIB]:Documentation, ING Bank:Admin agent, Mizuho Corporate Bank Ltd:Arranger",Diversified Investment Services,,Term Loan,11-08-11,,--,"167,000,000","167,000,000",US Dollar,Project Finance,Latin America,Mexico,United States,Project Finance,,Senior,,--,,ALTAM,"Finance, Insurance and Real Estate\Nondepository Credit Institutions\Business Credit Institutions\Miscellaneous Business Credit Institutions","International, Secondary Market, and All Other Nondepository Credit Intermediation",,,No,--,--,--,,--
ALTAMIRA FUNDING LLC,"BBVA:Arranger, Banco de Sabadell SA:Arranger, Caixa Banco do Investimento SA [CaixaBI]:Arranger, Citibank:Arranger, Credit Agricole Corporate & Investment Bank SA [Credit Agricole CIB]:Documentation, ING Bank:Admin agent, Mizuho Corporate Bank Ltd:Arranger",Diversified Investment Services,,Term Loan,11-08-11,,--,"122,000,000","122,000,000",US Dollar,Project Finance,Latin America,Mexico,United States,Project Finance,,Senior,,--,,ALTAM,"Finance, Insurance and Real Estate\Nondepository Credit Institutions\Business Credit Institutions\Miscellaneous Business Credit Institutions","International, Secondary Market, and All Other Nondepository Credit Intermediation",,,No,--,--,--,,--
VIA NOORD ZUID KEMPEN,,Investment Management,,Term Loan,19-10-11,19-10-41,--,"190,630,957","183,000,000",Euro,Project Finance,,,Belgium,Project Finance,,Senior,Yes,360,,VIANZ,"Construction\Heavy Construction Other Than Building Construction- Contractors\Highway and Street Construction, Except Elevated Highways\Highway and Street Construction, Except Elevated Highways",Portfolio Management and Investment Advice,,,No,--,--,--,,--
C-QUADRAT INVESTMENT AG,"Caisse des Depots et Consignations [CDC]:Lender, Credit Agricole SA:Lender, Deutsche Bank AG:Lender, IMI - Intesa Sanpaolo [ex-Banca IMI]:Lender, Mediobanca SpA:Lender, UniCredit:Lender",Investment Management & Fund Operators (NEC),,Term Loan,20-10-11,,--,"1,583,382,814","1,520,000,000",Euro,Project Finance,EMEA,France,Austria,Project Finance,,Senior,Yes,--,,MVJQUA,"Finance, Insurance and Real Estate\Insurance Carriers\Pension, Health, and Welfare Funds\Pension, Health, and Welfare Funds",Portfolio Management and Investment Advice,,,No,--,--,--,,--
VIETNAM DEVELOPMENT BANK,"Bank of Tokyo-Mitsubishi UFJ Ltd [BTMU]:Lender, Citigroup:Mandated Lead arranger, Sumitomo Mitsui Banking Corp:Mandated Lead arranger, Sumitomo Trust & Banking Co Ltd:Lender",Banks (NEC),,Term Loan,22-11-11,22-11-26,--,"270,000,000","270,000,000",US Dollar,Project Finance,Asia,Vietnam,Vietnam,Project Finance,,Senior,,180,,,"Finance, Insurance and Real Estate\Nondepository Credit Institutions\Federal and Federally- Sponsored credit Agencies\Federal and Federally- Sponsored credit Agencies",Savings Institutions and Other Depository Credit Intermediation,,,No,--,--,--,,--
CENTRAL AMERICAN BANK FOR ECONOMIC INTEGRATION,Mizuho Corporate Bank Ltd:Mandated Lead arranger,Government Administration Activities,,Term Loan,01-12-11,,--,"40,000,000","40,000,000",US Dollar,Project Finance,Asia,Japan,Honduras,Project Finance,,Senior,,--,,BCIEA,"Finance, Insurance and Real Estate\Depository Institutions\Commercial Banks\Commercial Banks, Not Elsewhere Classified",Administration of General Economic Programs,,,No,--,--,--,,--
CENTRAL AMERICAN BANK FOR ECONOMIC INTEGRATION,Japan Bank for International Cooperation:Mandated Lead arranger,Government Administration Activities,,Term Loan,01-12-11,,--,"60,000,000","60,000,000",US Dollar,Project Finance,Asia,Japan,Honduras,Project Finance,,Senior,,--,,BCIEA,"Finance, Insurance and Real Estate\Depository Institutions\Commercial Banks\Commercial Banks, Not Elsewhere Classified",Administration of General Economic Programs,,,No,--,--,--,,--
GLENNMONT PARTNERS I LTD,HSH Nordbank AG:Sole lender,Investment Management & Fund Operators (NEC),,Other Loan,19-01-12,,--,"40,626,270","39,000,000",Euro,Project Finance,EMEA,France,United Kingdom,Project Finance,,Senior,Yes,--,,GLMNTA,"Finance, Insurance and Real Estate\Holding and Other Investment Offices\Miscellaneous Investing\Investors, Not Elsewhere Classified",Portfolio Management and Investment Advice,,,No,--,--,--,,--
FUNDACION UNIVERSITARIA SAN PABLO-CEU,,"Schools, Colleges & Universities (NEC)",,Term Loan,26-01-12,26-01-28,--,"16,573,324","15,909,894",Euro,Project Finance,,,Spain,Project Finance,Euribor + 418,Senior,Yes,192,,FUISP,"Services\Educational Services\Schools and Educational Services, Not Elsewhere Classified\Schools and Educational Services, Not Elsewhere Classified",Elementary and Secondary Schools,,,No,--,--,--,,--
ICICI BANK LTD,"Bank of Tokyo-Mitsubishi UFJ Ltd [BTMU]:Participant, Japan Bank for International Cooperation:Mandated Lead arranger, Sumitomo Mitsui Banking Corp:Mandated Lead arranger",Corporate Banks,,Term Loan,03-02-12,,--,"300,000,000","300,000,000",US Dollar,Project Finance,Asia,India,India,Project Finance,,Senior,,--,Y3862BAB5,ICBK,"Finance, Insurance and Real Estate\Depository Institutions\Commercial Banks\Commercial Banks, Not Elsewhere Classified",Commercial Banking,,,No,--,--,--,,--
MERCEDES-BENZ AUTO FINANCE LTD,,Personal & Car Loans,,Term Loan,06-02-12,,--,"138,016,700","1,000,000,000",Chinese Yuan,,Asia,China (Mainland),China (Mainland),Working capital,,Senior,,--,,MBGAF,"Finance, Insurance and Real Estate\Nondepository Credit Institutions\Business Credit Institutions\Miscellaneous Business Credit Institutions",Sales Financing,,,No,--,--,--,,--
NOMOS-REGIOBANK OAO,"Banco Bilbao Vizcaya Argentaria SA [BBVA]:Mandated Lead arranger, Bank of Tokyo-Mitsubishi UFJ Ltd [BTMU]:Mandated Lead arranger, BayernLB:Mandated Lead arranger, HSBC France:Mandated Lead arranger, NordLB Group:Mandated Lead arranger, Societe Generale SA:Mandated Lead arranger, Sumitomo Mitsui Banking Corp Europe Ltd [SMBCE]:Mandated Lead arranger",Banks (NEC),,Term Loan,15-02-12,15-02-26,--,"42,709,668","41,000,000",Euro,Project Finance,EMEA,France,France,Project Finance,,Senior,Yes,168,,OTKFCR,"Finance, Insurance and Real Estate\Depository Institutions\Commercial Banks\Commercial Banks, Not Elsewhere Classified",Commercial Banking,,,No,--,--,--,,--
NOMOS-REGIOBANK OAO,"Banco Bilbao Vizcaya Argentaria SA [BBVA]:Mandated Lead arranger, Bank of Tokyo-Mitsubishi UFJ Ltd [BTMU]:Mandated Lead arranger, BayernLB:Mandated Lead arranger, HSBC France:Mandated Lead arranger, NordLB Group:Mandated Lead arranger, Societe Generale SA:Mandated Lead arranger, Sumitomo Mitsui Banking Corp Europe Ltd [SMBCE]:Mandated Lead arranger",Banks (NEC),,Term Loan,15-02-12,15-02-42,--,"576,059,669","553,000,000",Euro,Project Finance,EMEA,France,France,Project Finance,,Senior,Yes,360,,OTKFCR,"Finance, Insurance and Real Estate\Depository Institutions\Commercial Banks\Commercial Banks, Not Elsewhere Classified",Commercial Banking,,,No,--,--,--,,--
DEPARTMENT OF FINANCE,,Public Finance Activities,,Term Loan,22-02-12,22-02-25,--,"401,000,000","401,000,000",US Dollar,Project Finance,,,United Arab Emirates,Project Finance,,Senior,Yes,156,,DUEMF,"Public Administration\Public Finance, Taxation, and Monetary Policy\Public Finance, Taxation, and Monetary Policy\Public Finance, Taxation, and Monetary Policy",Public Finance Activities,,,No,--,--,--,,--
HURRIKAN POWER FUNDING HOLDING GMBH,HSH Nordbank AG:Sole lender,Diversified Investment Services,,Term Loan,24-02-12,,--,"33,334,375","32,000,000",Euro,Project Finance,EMEA,Germany,Germany,Project Finance,,Senior,Yes,--,,HURKN,"Transportation, Communications, Electric, Gas, And Sanitary Services\Electric, Gas, and Sanitary Services\Electric Services\Electric Services",Turbine and Turbine Generator Set Units Manufacturing,,,No,--,--,--,,--
SOUTH32 FINANCE 2 BV,Japan Bank for International Cooperation:Mandated Lead arranger,Wealth Management,,Other Loan,15-08-12,,--,"84,000,000","84,000,000",US Dollar,Project Finance,Asia,Japan,Netherlands,Project Finance,,Senior,,--,,SUMTMS,"Finance, Insurance and Real Estate\Security and Commodity Brokers, Dealers, Exchanges, and Services\Services Allied With The Exchange of Securities Or Commodities\Services Allied With The Exchange of Securities Or Commodities,",Portfolio Management and Investment Advice,,,No,--,--,--,,--
