,Bank,In_Strength,Out_Strength,Betweenness,Katz,PageRank
ANTARES CAPITAL,ANTARES CAPITAL,0,3140753375,0,0,0.000194254134953484
BANK SINOPAC,BANK SINOPAC,0,1372104921,0,0,0.000194254134953484
CATHAY UNITED BANK,CATHAY UNITED BANK,0,1315763825,0,0,0.000194254134953484
LUCID AGENCY SERVICES,LUCID AGENCY SERVICES,0,72684454,0,0,0.000194254134953484
LUCID TRUSTEE SERVICES,LUCID TRUSTEE SERVICES,0,72684454,0,0,0.000194254134953484
MACQUARIE CORPORATE HOLDINGS PTY,MACQUARIE CORPORATE HOLDINGS PTY,0,72684454,0,0,0.000194254134953484
ARKEA BANQUE ENTREPRISES ET INSTITUTIONNELS,ARKEA BANQUE ENTREPRISES ET INSTITUTIONNELS,0,299007654,0,0,0.000194254134953484
MACQUARIE CAPITAL (USA),MACQUARIE CAPITAL (USA),0,237296002,0,0,0.000194254134953484
METRICS CREDIT PARTNERS,METRICS CREDIT PARTNERS,0,279402041,0,0,0.000194254134953484
UK EXPORT FINANCE,UK EXPORT FINANCE,0,352695969,0,0,0.000194254134953484
UBI BANCA INTERNATIONAL,UBI BANCA INTERNATIONAL,0,37501172,0,0,0.000194254134953484
BANQUE POPULAIRE RIVES DE PARIS,BANQUE POPULAIRE RIVES DE PARIS,0,132444404,0,0,0.000194254134953484
CAISSE D'EPARGNE ET DE PREVOYANCE ILE-DE-FRANCE,CAISSE D'EPARGNE ET DE PREVOYANCE ILE-DE-FRANCE,0,81112909,0,0,0.000194254134953484
ARES CAPITAL,ARES CAPITAL,0,898328685,0,0,0.000194254134953484
BRED BANQUE POPULAIRE,BRED BANQUE POPULAIRE,0,515470071,0,0,0.000194254134953484
HANG SENG BANK,HANG SENG BANK,0,2812337585,0,0,0.000194254134953484
BANQUE TARNEAUD,BANQUE TARNEAUD,0,15938247,0,0,0.000194254134953484
MEIJI YASUDA LIFE INSURANCE,MEIJI YASUDA LIFE INSURANCE,0,284783942,0,0,0.000194254134953484
CITY NATIONAL BANK,CITY NATIONAL BANK,0,1935429601,0,0,0.000194254134953484
ADACHISEIWA SHINKIN,ADACHISEIWA SHINKIN,0,13754169,0,0,0.000194254134953484
NAGANO SHINKIN BANK,NAGANO SHINKIN BANK,0,25368800,0,0,0.000194254134953484
NOTOKYOUEI SHINYOUKINKO,NOTOKYOUEI SHINYOUKINKO,0,11614632,0,0,0.000194254134953484
SHINKIN CENTRAL BANK,SHINKIN CENTRAL BANK,0,237708850,0,0,0.000194254134953484
MINATO BANK,MINATO BANK,0,38930016,0,0,0.000194254134953484
TOKUSHIMA TAISHO BANK,TOKUSHIMA TAISHO BANK,0,7186504,0,0,0.000194254134953484
BANGKOK BANK PUBLIC,BANGKOK BANK PUBLIC,0,28006101,0,0,0.000194254134953484
DBS BANK (TAIWAN),DBS BANK (TAIWAN),0,6737463,0,0,0.000194254134953484
TAISHIN INTERNATIONAL BANK,TAISHIN INTERNATIONAL BANK,0,2831046350,0,0,0.000194254134953484
INVESTEC BANK,INVESTEC BANK,2449999998,794720289,3373,0.054743208168685,0.000648228940269725
NOMURA INTERNATIONAL,NOMURA INTERNATIONAL,0,662913828,0,0,0.000194254134953484
IDB INVEST,IDB INVEST,0,276083333,0,0,0.000194254134953484
ORANGE SUSTAINABLE CAPITAL FUND,ORANGE SUSTAINABLE CAPITAL FUND,0,1e+07,0,0,0.000194254134953484
BANCA MARCH,BANCA MARCH,0,309869411,0,0,0.000194254134953484
GROUPE BANQUE POPULAIRE,GROUPE BANQUE POPULAIRE,0,10871615,0,0,0.000194254134953484
ZIONS BANK,ZIONS BANK,0,50953654,0,0,0.000194254134953484
VOLKSBANK ESSLINGEN EG,VOLKSBANK ESSLINGEN EG,0,3496041,0,0,0.000194254134953484
BANQUE INTERNATIONALE A LUXEMBOURG,BANQUE INTERNATIONALE A LUXEMBOURG,0,406028594,0,0,0.000194254134953484
BANQUE PALATINE,BANQUE PALATINE,0,429879113,0,0,0.000194254134953484
CARLYLE GROUP LP,CARLYLE GROUP LP,0,274096809,0,0,0.000194254134953484
MADISON CAPITAL,MADISON CAPITAL,0,901272694,0,0,0.000194254134953484
BANK OF QUEENSLAND,BANK OF QUEENSLAND,0,594227452,0,0,0.000194254134953484
NEWSTAR FINANCIAL,NEWSTAR FINANCIAL,0,3.5e+07,0,0,0.000194254134953484
BANQUE CIC OUEST,BANQUE CIC OUEST,0,170636766,0,0,0.000194254134953484
BANQUE POPULAIRE DE L'OUEST,BANQUE POPULAIRE DE L'OUEST,0,9538483,0,0,0.000194254134953484
BANK OF NAGOYA,BANK OF NAGOYA,0,18654705,0,0,0.000194254134953484
NORINCHUKIN BANK SINGAPORE,NORINCHUKIN BANK SINGAPORE,0,409675180,0,0,0.000194254134953484
BANK OF INDIA,BANK OF INDIA,0,8937515025,0,0,0.000194254134953484
INDUSIND BANK,INDUSIND BANK,7.5e+07,210859526,1,0,0.000220652933378578
ZHEJIANG CHOUZHOU COMMERCIAL BANK,ZHEJIANG CHOUZHOU COMMERCIAL BANK,0,24152922,0,0,0.000194254134953484
BANK OF EAST ASIA,BANK OF EAST ASIA,0,1853625241,0,0,0.000194254134953484
DEVELOPMENT BANK OF SINGAPORE,DEVELOPMENT BANK OF SINGAPORE,0,151062398,0,0,0.000194254134953484
HONG LEONG FINANCE,HONG LEONG FINANCE,0,125043332,0,0,0.000194254134953484
LANDESBANK SAAR GZ,LANDESBANK SAAR GZ,0,8657798,0,0,0.000194254134953484
CREDIT DU NORD,CREDIT DU NORD,0,86012806,0,0,0.000194254134953484
IDINVEST,IDINVEST,0,8197013,0,0,0.000194254134953484
EVERGROWING BANK,EVERGROWING BANK,0,167553881,0,0,0.000194254134953484
JIANGSU CHANGSHU RURAL COMMERCIAL BANK,JIANGSU CHANGSHU RURAL COMMERCIAL BANK,0,10063576,0,0,0.000194254134953484
JIANGSU RUGAO RURAL COMMERCIAL BANK,JIANGSU RUGAO RURAL COMMERCIAL BANK,0,10063576,0,0,0.000194254134953484
JIANGSU ZHANGJIAGANG RURAL COMMERCIAL BANK,JIANGSU ZHANGJIAGANG RURAL COMMERCIAL BANK,0,10063576,0,0,0.000194254134953484
WUXI RURAL COMMERCIAL BANK,WUXI RURAL COMMERCIAL BANK,0,61819838,0,0,0.000194254134953484
APOLLO GLOBAL MANAGEMENT,APOLLO GLOBAL MANAGEMENT,0,541695632,0,0,0.000194254134953484
BANCO DE CREDITO DEL PERU,BANCO DE CREDITO DEL PERU,3.7e+07,39462425,2,0,0.000195187991385184
OCBC BANK,OCBC BANK,0,1875340622,0,0,0.000194254134953484
ZIONS BANCORPORATION,ZIONS BANCORPORATION,0,524670122,0,0,0.000194254134953484
BANQUE CIC SUD OUEST,BANQUE CIC SUD OUEST,0,12080367,0,0,0.000194254134953484
RIVER CITY BANK,RIVER CITY BANK,0,42206920,0,0,0.000194254134953484
BMO CAPITAL MARKETS FINANCING,BMO CAPITAL MARKETS FINANCING,0,285642858,0,0,0.000194254134953484
COSCO SHIPPING FINANCE,COSCO SHIPPING FINANCE,0,33943718,0,0,0.000194254134953484
BANK OF TAIWAN OFFSHORE,BANK OF TAIWAN OFFSHORE,0,233456449,0,0,0.000194254134953484
BANK OF TAIWAN SYDNEY,BANK OF TAIWAN SYDNEY,0,100215347,0,0,0.000194254134953484
SHANGHAI COMMERCIAL & SAVINGS BANK,SHANGHAI COMMERCIAL & SAVINGS BANK,0,1410824356,0,0,0.000194254134953484
HONG KONG MORTGAGE,HONG KONG MORTGAGE,0,111843904,0,0,0.000194254134953484
BANK OF JIANGSU HUAIAN,BANK OF JIANGSU HUAIAN,0,100966983,0,0,0.000194254134953484
CREDIT INDUSTRIEL ET COMMERCIAL SINGAPORE,CREDIT INDUSTRIEL ET COMMERCIAL SINGAPORE,0,285079551,0,0,0.000194254134953484
NOMURA ASSET CAPITAL,NOMURA ASSET CAPITAL,0,183875457,0,0,0.000194254134953484
CHIBA BANK,CHIBA BANK,0,708370823,0,0,0.000194254134953484
INSTITUT CATALA DE FINANCES,INSTITUT CATALA DE FINANCES,0,3750117,0,0,0.000194254134953484
BANCA IFIS SPA,BANCA IFIS SPA,0,91454991,0,0,0.000194254134953484
ILLIMITY BANK SPA,ILLIMITY BANK SPA,0,13110529,0,0,0.000194254134953484
MPS CAPITAL SERVICES BANCA PER LE IMPRESE SPA,MPS CAPITAL SERVICES BANCA PER LE IMPRESE SPA,0,13110529,0,0,0.000194254134953484
NISHI-NIPPON CITY BANK,NISHI-NIPPON CITY BANK,0,56748776,0,0,0.000194254134953484
DEUTSCHE POSTBANK LUXEMBOURG,DEUTSCHE POSTBANK LUXEMBOURG,0,1872879,0,0,0.000194254134953484
FRANKFURTER VOLKSBANK EG,FRANKFURTER VOLKSBANK EG,0,1872879,0,0,0.000194254134953484
BBVA COMPASS,BBVA COMPASS,0,199334941,0,0,0.000194254134953484
TAI FUNG BANK,TAI FUNG BANK,0,664371645,0,0,0.000194254134953484
HOKKOKU FINANCIAL HOLDINGS,HOKKOKU FINANCIAL HOLDINGS,0,31669668,0,0,0.000194254134953484
KFW BANKENGRUPPE,KFW BANKENGRUPPE,0,206284943,0,0,0.000194254134953484
SHIGA BANK,SHIGA BANK,0,424743140,0,0,0.000194254134953484
SHIKOKU BANK,SHIKOKU BANK,0,12596900,0,0,0.000194254134953484
CARLYLE GROUP,CARLYLE GROUP,3650000003,167442677,172,0.232075274312797,0.000236276250794494
ABU DHABI COMMERCIAL BANK PJSC,ABU DHABI COMMERCIAL BANK PJSC,0,3814779702,0,0,0.000194254134953484
ABU DHABI ISLAMIC BANK PJSC,ABU DHABI ISLAMIC BANK PJSC,5e+07,600103853,3,0,0.000207383071032713
DUBAI ISLAMIC BANK PSJ,DUBAI ISLAMIC BANK PSJ,0,217784729,0,0,0.000194254134953484
EMIRATES NBD BANK PJSC,EMIRATES NBD BANK PJSC,1.5e+09,2723793044,370,0.0720934211658765,0.000255012912056617
BANCOPPEL,BANCOPPEL,0,75202933,0,0,0.000194254134953484
&,&,0,31061041,0,0,0.000194254134953484
PNC BANK,PNC BANK,0,13792043233,0,0,0.000194254134953484
TD BANK,TD BANK,0,1868781744,0,0,0.000194254134953484
MIDCAP FINANCIAL,MIDCAP FINANCIAL,0,269702833,0,0,0.000194254134953484
BALOISE INSURANCE,BALOISE INSURANCE,0,100697591,0,0,0.000194254134953484
BNG BANK,BNG BANK,0,100697591,0,0,0.000194254134953484
EUROPEAN INVESTMENT BANK,EUROPEAN INVESTMENT BANK,0,349626062,0,0,0.000194254134953484
INSURANCE,INSURANCE,0,100697591,0,0,0.000194254134953484
OVERSEA-CHINESE,OVERSEA-CHINESE,0,7531909308,0,0,0.000194254134953484
MIDIS,MIDIS,0,125310142,0,0,0.000194254134953484
SCOTTISH WIDOWS,SCOTTISH WIDOWS,0,125310142,0,0,0.000194254134953484
BANKINTER,BANKINTER,0,695828897,0,0,0.000194254134953484
AEON BANK,AEON BANK,0,54610975,0,0,0.000194254134953484
NORTHERN AUSTRALIAN INFRASTRUCTURE FACILITY,NORTHERN AUSTRALIAN INFRASTRUCTURE FACILITY,0,234796504,0,0,0.000194254134953484
LEMBAGA PEMBIAYAAN EKSPOR INDONESIA,LEMBAGA PEMBIAYAAN EKSPOR INDONESIA,0,80714286,0,0,0.000194254134953484
PT BANK OCBC NISP TBK,PT BANK OCBC NISP TBK,0,106520738,0,0,0.000194254134953484
SAN JU SAN BANK,SAN JU SAN BANK,0,57211556,0,0,0.000194254134953484
BANK OF KAOHSIUNG,BANK OF KAOHSIUNG,0,348489412,0,0,0.000194254134953484
FAR EASTERN INTERNATIONAL BANK,FAR EASTERN INTERNATIONAL BANK,0,782422235,0,0,0.000194254134953484
BANCOMEXT,BANCOMEXT,0,464841270,0,0,0.000194254134953484
BANORTE (EL BANCO FUERTE DE MEXICO),BANORTE (EL BANCO FUERTE DE MEXICO),0,110126490,0,0,0.000194254134953484
MONEX GROUP,MONEX GROUP,0,5.5e+07,0,0,0.000194254134953484
SABADELL BANK,SABADELL BANK,0,185276676,0,0,0.000194254134953484
RBC,RBC,0,843416071,0,0,0.000194254134953484
REGIONS BANK,REGIONS BANK,0,3659649984,0,0,0.000194254134953484
SHINHAN BANK,SHINHAN BANK,600000008,343876812,501,0,0.000541760129371726
UNITED OVERSEAS BANK SYDNEY,UNITED OVERSEAS BANK SYDNEY,0,376703575,0,0,0.000194254134953484
EXPORT DEVELOPMENT BANK OF CANADA,EXPORT DEVELOPMENT BANK OF CANADA,0,380145814,0,0,0.000194254134953484
BLUEORCHARD MICROFINANCE FUND,BLUEORCHARD MICROFINANCE FUND,0,50575939,0,0,0.000194254134953484
DEUTSCHE INVESTITIONS UND ENTWICKLUNGSGESELLSCHAFT,DEUTSCHE INVESTITIONS UND ENTWICKLUNGSGESELLSCHAFT,0,147579822,0,0,0.000194254134953484
FINNFUND,FINNFUND,0,48619047,0,0,0.000194254134953484
OBVIAM DFI,OBVIAM DFI,0,15285714,0,0,0.000194254134953484
SWEDFUND INTERNATIONAL AB,SWEDFUND INTERNATIONAL AB,0,15285714,0,0,0.000194254134953484
BANCO DE ORO UNIBANK HONG KONG,BANCO DE ORO UNIBANK HONG KONG,0,12256179,0,0,0.000194254134953484
BANK OF PANHSIN,BANK OF PANHSIN,0,335770749,0,0,0.000194254134953484
BANK OF TAIWAN SINGAPORE,BANK OF TAIWAN SINGAPORE,0,388135377,0,0,0.000194254134953484
BDO UNIBANK,BDO UNIBANK,200000001,197999433,75,0,0.000257903856142475
CHANG HWA COMMERCIAL BANK SINGAPORE,CHANG HWA COMMERCIAL BANK SINGAPORE,0,205061655,0,0,0.000194254134953484
ENTIE COMMERCIAL BANK,ENTIE COMMERCIAL BANK,0,238745821,0,0,0.000194254134953484
KASIKORNBANK PUBLIC,KASIKORNBANK PUBLIC,0,484540571,0,0,0.000194254134953484
KEB HANA BANK SINGAPORE,KEB HANA BANK SINGAPORE,0,96971654,0,0,0.000194254134953484
SHANGHAI COMMERCIAL & SAVINGS BANK OFFSHORE,SHANGHAI COMMERCIAL & SAVINGS BANK OFFSHORE,0,329596164,0,0,0.000194254134953484
SHIN KONG COMMERCIAL BANK,SHIN KONG COMMERCIAL BANK,0,689122038,0,0,0.000194254134953484
SHINHAN BANK SINGAPORE,SHINHAN BANK SINGAPORE,0,76634924,0,0,0.000194254134953484
TAIWAN COOPERATIVE BANK MANILA OBU,TAIWAN COOPERATIVE BANK MANILA OBU,0,113754802,0,0,0.000194254134953484
YUANTA COMMERCIAL BANK,YUANTA COMMERCIAL BANK,0,622382680,0,0,0.000194254134953484
CHIBA KOGYO BANK,CHIBA KOGYO BANK,0,10618979,0,0,0.000194254134953484
KAGOSHIMA BANK,KAGOSHIMA BANK,0,76052164,0,0,0.000194254134953484
KANSAI MIRAI BANK,KANSAI MIRAI BANK,0,57243620,0,0,0.000194254134953484
SHINKIN CHUKIN BANK,SHINKIN CHUKIN BANK,0,10618979,0,0,0.000194254134953484
TOHOKU BANK,TOHOKU BANK,0,10618979,0,0,0.000194254134953484
ALLIED IRISH BANKS,ALLIED IRISH BANKS,0,656653037,0,0,0.000194254134953484
NATIONAL BANK OF KUWAIT,NATIONAL BANK OF KUWAIT,0,1461602670,0,0,0.000194254134953484
RAYMOND JAMES BANK,RAYMOND JAMES BANK,0,705525438,0,0,0.000194254134953484
MEDIOBANCA SPA,MEDIOBANCA SPA,0,703783880,0,0,0.000194254134953484
BANQUE PUBLIQUE D'INVESTISSEMENT,BANQUE PUBLIQUE D'INVESTISSEMENT,0,17646674,0,0,0.000194254134953484
NRW BANK,NRW BANK,0,68544858,0,0,0.000194254134953484
VOLKSBANK BIELEFELD-GUTERSLOH EG,VOLKSBANK BIELEFELD-GUTERSLOH EG,0,6042905,0,0,0.000194254134953484
ZURCHER KANTONALBANK,ZURCHER KANTONALBANK,0,280790156,0,0,0.000194254134953484
CIT BANK,CIT BANK,0,969961625,0,0,0.000194254134953484
JIANGSU BINHAI RURAL COMMERCIAL BANK,JIANGSU BINHAI RURAL COMMERCIAL BANK,0,12539158,0,0,0.000194254134953484
INTERNATIONAL BANK FOR ECONOMIC COOPERATION,INTERNATIONAL BANK FOR ECONOMIC COOPERATION,0,33333333,0,0,0.000194254134953484
OPEC FUND FOR INTERNATIONAL DEVELOPMENT,OPEC FUND FOR INTERNATIONAL DEVELOPMENT,0,33333333,0,0,0.000194254134953484
INTERNATIONAL INVESTMENT BANK,INTERNATIONAL INVESTMENT BANK,8458496,30952452,951,0,0.000196365229455187
KEB HANA BANK,KEB HANA BANK,1.215e+09,832326759,20243,0,0.000538876808527237
KIATNAKIN PHATRA BANK PCL,KIATNAKIN PHATRA BANK PCL,1e+08,54538854,2,0,0.000198703395734763
INTERNATIONAL FINANCE,INTERNATIONAL FINANCE,0,3711088714,0,0,0.000194254134953484
IFC,IFC,0,10119119,0,0,0.000194254134953484
ADAMS STREET CREDIT ADVISORS LP,ADAMS STREET CREDIT ADVISORS LP,0,204558223,0,0,0.000194254134953484
GUGGENHEIM CAPITAL,GUGGENHEIM CAPITAL,0,57222350,0,0,0.000194254134953484
NATWEST BANK,NATWEST BANK,0,934463661,0,0,0.000194254134953484
INTESA SANPAOLO SPA LONDON,INTESA SANPAOLO SPA LONDON,0,52631579,0,0,0.000194254134953484
RAIFFEISEN BANK INTERNATIONAL,RAIFFEISEN BANK INTERNATIONAL,0,1072333218,0,0,0.000194254134953484
SOVKOMBANK PAO,SOVKOMBANK PAO,0,52631579,0,0,0.000194254134953484
AFRICAN EXPORT-IMPORT BANK,AFRICAN EXPORT-IMPORT BANK,0,1094938356,0,0,0.000194254134953484
AHLI UNITED BANK BSC,AHLI UNITED BANK BSC,0,326729952,0,0,0.000194254134953484
DEVELOPMENT BANK OF SOUTHERN AFRICA,DEVELOPMENT BANK OF SOUTHERN AFRICA,454999997,540709171,149,0.0216196954246454,0.000354019932993629
COBANK,COBANK,0,794902265,0,0,0.000194254134953484
BANQUE CIC NORD OUEST,BANQUE CIC NORD OUEST,0,55657932,0,0,0.000194254134953484
INDUSTRIAL BANK,INDUSTRIAL BANK,0,1027636198,0,0,0.000194254134953484
PING AN BANK,PING AN BANK,0,1974136517,0,0,0.000194254134953484
AMERICAN SAVINGS BANK,AMERICAN SAVINGS BANK,0,188235294,0,0,0.000194254134953484
DNB CAPITAL,DNB CAPITAL,0,494187341,0,0,0.000194254134953484
FLUSHING BANK,FLUSHING BANK,0,222707790,0,0,0.000194254134953484
MIDFIRST BANK,MIDFIRST BANK,0,243426294,0,0,0.000194254134953484
TRISTATE CAPITAL BANK,TRISTATE CAPITAL BANK,0,519618917,0,0,0.000194254134953484
TRUIST FINANCIAL,TRUIST FINANCIAL,0,16216211042,0,0,0.000194254134953484
ITAU UNIBANCO,ITAU UNIBANCO,0,146097494,0,0,0.000194254134953484
PT BANK BTPN TBK,PT BANK BTPN TBK,0,83344961,0,0,0.000194254134953484
ICG AUSTRALIA SENIOR LOAN FUND,ICG AUSTRALIA SENIOR LOAN FUND,0,5843192,0,0,0.000194254134953484
NIKKO ASSET MANAGEMENT,NIKKO ASSET MANAGEMENT,0,5843192,0,0,0.000194254134953484
PERPETUAL INVESTMENT MANAGEMENT,PERPETUAL INVESTMENT MANAGEMENT,0,30222020,0,0,0.000194254134953484
PARKWAY BANK &,PARKWAY BANK &,0,15500000,0,0,0.000194254134953484
WINTRUST FINANCIAL,WINTRUST FINANCIAL,3e+08,489910774,39,0,0.000196680415694797
TEXAS CAPITAL BANK,TEXAS CAPITAL BANK,0,1040405882,0,0,0.000194254134953484
AFRICA FINANCE,AFRICA FINANCE,4348471389,445128068,488,0.103108388246065,0.00186550620205402
CREDIT EUROPE BANK,CREDIT EUROPE BANK,0,287192988,0,0,0.000194254134953484
FIRSTRAND BANK,FIRSTRAND BANK,325000005,732247017,485,0.00951519319356581,0.000279051857628171
RAND MERCHANT BANK,RAND MERCHANT BANK,0,755794235,0,0,0.000194254134953484
STATE BANK OF MAURITIUS,STATE BANK OF MAURITIUS,0,63865572,0,0,0.000194254134953484
TUNIS INTERNATIONAL BANK,TUNIS INTERNATIONAL BANK,0,80553181,0,0,0.000194254134953484
ZENITH BANK (UK),ZENITH BANK (UK),0,93618896,0,0,0.000194254134953484
ABANCA CORPORACION BANCARIA,ABANCA CORPORACION BANCARIA,0,290235867,0,0,0.000194254134953484
AMUNDI,AMUNDI,1822973633,20089914,129,0.082558365703894,0.00021517343067701
BANCO PICHINCHA,BANCO PICHINCHA,0,38841891,0,0,0.000194254134953484
JIANGSU LIANSHUI RURAL COMMERCIAL BANK,JIANGSU LIANSHUI RURAL COMMERCIAL BANK,0,10444221,0,0,0.000194254134953484
SHOKOCHUKIN BANK,SHOKOCHUKIN BANK,0,1110972,0,0,0.000194254134953484
TOMATO BANK,TOMATO BANK,0,1110972,0,0,0.000194254134953484
AL AHLI BANK OF KUWAIT KSCP,AL AHLI BANK OF KUWAIT KSCP,1661999998,732819554,1179,0.0277352586480793,0.000675621080080888
COMMERCIAL BANK OF DUBAI PSC,COMMERCIAL BANK OF DUBAI PSC,0,829519087,0,0,0.000194254134953484
GULF INTERNATIONAL BANK BSC,GULF INTERNATIONAL BANK BSC,0,955601693,0,0,0.000194254134953484
UNITED ARAB BANK PJSC,UNITED ARAB BANK PJSC,200010889,274788558,36,0.0121897576708642,0.000231943946686939
EMIRATES ISLAMIC BANK PJSC,EMIRATES ISLAMIC BANK PJSC,5e+08,443727383,708,0.0480622807772511,0.000250788098401069
SHARJAH ISLAMIC BANK,SHARJAH ISLAMIC BANK,0,259714015,0,0,0.000194254134953484
ARAB BANK,ARAB BANK,0,180414948,0,0,0.000194254134953484
BANQUE MISR SAE,BANQUE MISR SAE,1649999995,409533593,2703,0.0583313102542871,0.00107399472322169
FIRST ABU DHABI BANK,FIRST ABU DHABI BANK,0,3534693406,0,0,0.000194254134953484
BANK OF YOKOHAMA,BANK OF YOKOHAMA,0,482703899,0,0,0.000194254134953484
ALLY BANK,ALLY BANK,0,1606268166,0,0,0.000194254134953484
STERLING NATIONAL BANK,STERLING NATIONAL BANK,0,258895468,0,0,0.000194254134953484
JA HOKKAIDO SHINREN,JA HOKKAIDO SHINREN,0,13584364,0,0,0.000194254134953484
JAPAN INTERNATIONAL COOPERATION AGENCY,JAPAN INTERNATIONAL COOPERATION AGENCY,0,1031397075,0,0,0.000194254134953484
BANQUE POPULAIRE DU NORD,BANQUE POPULAIRE DU NORD,0,14686477,0,0,0.000194254134953484
NEC CAPITAL,NEC CAPITAL,0,58379494,0,0,0.000194254134953484
OCEANFIRST BANK,OCEANFIRST BANK,0,5e+06,0,0,0.000194254134953484
PINNACLE BANK,PINNACLE BANK,0,650987650,0,0,0.000194254134953484
HAMBURGER SPARKASSE,HAMBURGER SPARKASSE,0,23148786,0,0,0.000194254134953484
CAPITAL ONE BANK,CAPITAL ONE BANK,0,1414194434,0,0,0.000194254134953484
STONE POINT CAPITAL,STONE POINT CAPITAL,0,2010510532,0,0,0.000194254134953484
NATWEST GROUP,NATWEST GROUP,0,75523193,0,0,0.000194254134953484
NATIONAL WESTMINSTER BANK,NATIONAL WESTMINSTER BANK,0,4189986129,0,0,0.000194254134953484
BANCFIRST,BANCFIRST,0,67103268,0,0,0.000194254134953484
BOK FINANCIAL,BOK FINANCIAL,0,961443482,0,0,0.000194254134953484
BANCO BPM SPA,BANCO BPM SPA,0,479986217,0,0,0.000194254134953484
JIANGSU TAIXING RURAL COMMERCIAL BANK,JIANGSU TAIXING RURAL COMMERCIAL BANK,0,3046231,0,0,0.000194254134953484
CUSTOMERS BANK,CUSTOMERS BANK,0,689694176,0,0,0.000194254134953484
MBANK,MBANK,0,97868448,0,0,0.000194254134953484
WILMINGTON,WILMINGTON,0,560529562,0,0,0.000194254134953484
CASSA DEPOSITI E PRESTITI SPA,CASSA DEPOSITI E PRESTITI SPA,0,437178781,0,0,0.000194254134953484
BANCA POPOLARE DI SONDRIO SCRL,BANCA POPOLARE DI SONDRIO SCRL,0,178304183,0,0,0.000194254134953484
BPER BANCA SPA,BPER BANCA SPA,0,544187675,0,0,0.000194254134953484
SPARKASSE BREMEN,SPARKASSE BREMEN,0,53994743,0,0,0.000194254134953484
SPRINGROWTH SGR SPA,SPRINGROWTH SGR SPA,0,53994743,0,0,0.000194254134953484
CAPITAL ONE,CAPITAL ONE,0,6931947906,0,0,0.000194254134953484
COBANK ACB,COBANK ACB,0,2605312368,0,0,0.000194254134953484
EXPORT-IMPORT BANK OF KOREA (KEXIM),EXPORT-IMPORT BANK OF KOREA (KEXIM),0,248493982,0,0,0.000194254134953484
CAISSE D'EPARGNE ET DE PREVOYANCE PROVENCE ALPES CORSE,CAISSE D'EPARGNE ET DE PREVOYANCE PROVENCE ALPES CORSE,0,48680119,0,0,0.000194254134953484
CIMB BANK BERHAD LABUAN OFFSHORE,CIMB BANK BERHAD LABUAN OFFSHORE,0,9459200,0,0,0.000194254134953484
SINOPAC CAPITAL INTERNATIONAL (HK),SINOPAC CAPITAL INTERNATIONAL (HK),0,17792533,0,0,0.000194254134953484
NETHERLANDS DEVELOPMENT FINANCE COMPANY,NETHERLANDS DEVELOPMENT FINANCE COMPANY,0,31266667,0,0,0.000194254134953484
GREEN BANK,GREEN BANK,0,21283201,0,0,0.000194254134953484
KEYBANC CAPITAL MARKETS,KEYBANC CAPITAL MARKETS,0,257325002,0,0,0.000194254134953484
SILICON VALLEY BANK,SILICON VALLEY BANK,0,764491860,0,0,0.000194254134953484
GUANGZHOU RURAL COMMERCIAL BANK,GUANGZHOU RURAL COMMERCIAL BANK,0,169199227,0,0,0.000194254134953484
BANK OF SHANGHAI,BANK OF SHANGHAI,0,353656105,0,0,0.000194254134953484
FUBON BANK,FUBON BANK,0,4931980859,0,0,0.000194254134953484
CHONG HING BANK,CHONG HING BANK,0,690265733,0,0,0.000194254134953484
CMB WING LUNG BANK,CMB WING LUNG BANK,0,1465564599,0,0,0.000194254134953484
DAH SING BANK,DAH SING BANK,0,646636269,0,0,0.000194254134953484
DBS BANK HONG KONG,DBS BANK HONG KONG,0,69702964,0,0,0.000194254134953484
TURKIYE GARANTI BANKASI AS,TURKIYE GARANTI BANKASI AS,1020787115,227109936,447,0.0324783697052058,0.00111867146045166
AMEGY BANK,AMEGY BANK,0,216169337,0,0,0.000194254134953484
BANK OF TEXAS,BANK OF TEXAS,0,352912088,0,0,0.000194254134953484
CITIZENS FINANCIAL GROUP,CITIZENS FINANCIAL GROUP,0,646602964,0,0,0.000194254134953484
ORIGIN BANK,ORIGIN BANK,0,63125000,0,0,0.000194254134953484
PROSPERITY BANK,PROSPERITY BANK,0,75125000,0,0,0.000194254134953484
VERITEX COMMUNITY BANK,VERITEX COMMUNITY BANK,0,244405123,0,0,0.000194254134953484
WOODFOREST NATIONAL BANK,WOODFOREST NATIONAL BANK,0,373188161,0,0,0.000194254134953484
BANK OF KAOHSIUNG OBB,BANK OF KAOHSIUNG OBB,0,191598925,0,0,0.000194254134953484
CHUGOKU BANK HONG KONG,CHUGOKU BANK HONG KONG,0,165029348,0,0,0.000194254134953484
CITICORP INTERNATIONAL,CITICORP INTERNATIONAL,0,154518663,0,0,0.000194254134953484
DZ BANK SINGAPORE,DZ BANK SINGAPORE,0,7894737,0,0,0.000194254134953484
EXPORT-IMPORT BANK OF THE REPUBLIC OF CHINA,EXPORT-IMPORT BANK OF THE REPUBLIC OF CHINA,0,806620735,0,0,0.000194254134953484
PT BANK PERMATA TBK,PT BANK PERMATA TBK,0,7894737,0,0,0.000194254134953484
PT BANK SBI INDONESIA,PT BANK SBI INDONESIA,0,46712919,0,0,0.000194254134953484
SUNNY BANK,SUNNY BANK,0,533404507,0,0,0.000194254134953484
